,리뷰수(개),평점,평균 연봉(만)
(주)티에스젠,4,1.5,0
가천대학교부속길한방병원,4,3.0,0
금정제약(주),4,1.5,2967
남서울정형외과의원,4,3.0,2547
디에이치피제약(주),4,2.8,2760
러스크강동병원,4,3.0,2145
모네여성병원,4,3.0,2298
사랑샘장애인자립생활센터,4,3.5,2278
사회복지법인따뜻한동행,4,3.0,4383
상주적십자병원,4,3.5,2357
성동여성인력개발센터,4,1.8,1950
세연마취통증의학과의원,4,3.3,0
씨비에스바이오사이언스(주),4,1.5,8045
아이안과의원,4,2.0,2298
안세병원,4,2.3,4000
오름테라퓨틱(주),4,3.5,0
월계종합복지관,4,3.3,1575
의료법인청파의료재단,4,1.3,3014
이춘택병원,4,2.3,4241
제3의청춘(주),4,3.5,3407
케이스템셀(주),4,3.0,2425
하트스캔헬스케어(주),4,3.3,2821
한빛치과병원,4,3.0,2793
(의)양진의료재단,3,3.7,2435
(주)그래디언트 바이오컨버전스,3,3.7,0
(주)뉴클릭스바이오,3,2.0,0
(주)더도니,3,2.7,0
(주)루카에이아이셀,3,5.0,3368
(주)마인드허브,3,3.0,3406
(주)메타파인즈,3,5.0,0
(주)바이오닷,3,2.0,2640
(주)엠에이아이티,3,2.3,0
(주)이뮨온시아,3,3.3,0
(주)제네틴바이오,3,3.7,0
(주)큐로셀,3,3.7,3586
강북성심요양병원,3,2.7,3075
강원도강릉의료원,3,2.3,2768
누베베한의원 부천점,3,3.0,0
동래병원,3,3.3,2723
러블리안성형외과의원,3,3.3,0
로덴치과의원,3,3.3,1950
망우청소년단기쉼터,3,1.7,0
바른정형외과,3,2.0,1770
백재활요양병원,3,2.0,2243
보람병원,3,3.0,1755
보은요양병원,3,2.0,2574
본메디여성어린이병원,3,2.7,2340
성요한병원,3,3.7,1845
신주안요양병원,3,4.3,2048
알엔에이진(주),3,3.0,3438
에스엠영상의학과의원,3,3.7,2255
에이치케이바이오텍(주),3,2.3,2506
연세로이재활의학과,3,2.0,0
영도구보건소,3,3.7,2275
예일병원,3,2.7,3144
오블리브의원,3,2.3,0
의료법인대아의료재단,3,2.3,0
의료법인메디홀스의원,3,3.3,3068
의료법인정애의료재단,3,1.3,0
이미지업성형외과의원,3,2.3,2827
전북보성원,3,1.0,0
제주권역재활병원,3,4.0,3192
청와대사랑채,3,4.0,2330
청화메디파워(주),3,3.3,2874
햇살요양병원,3,3.0,4099
효산의료재단샘여성병원,3,2.7,2925
(주)노바케이헬스,2,4.0,0
(주)델버,2,4.0,0
(주)메디원,2,3.5,3081
(주)메디웰코스타,2,1.5,0
(주)베켄,2,4.5,4765
(주)새롬텍,2,3.0,0
(주)쓰리빅스,2,5.0,0
(주)엔서,2,5.0,0
(주)인투제닉,2,1.5,0
(주)항상,2,1.5,0
굿뉴스요양병원,2,3.5,2415
근화제약(주),2,3.5,4785
대한가정법률복지상담원,2,3.0,0
더맑은눈안과의원,2,4.0,1755
두산(주) 글로넷,2,2.5,3325
메디케어의원,2,3.5,0
목포시의료원,2,3.5,4438
방화정형외과병원,2,4.0,2406
사상구장애인복지관,2,3.0,3437
사회복지법인한마음복지협회,2,2.0,0
새금산요양병원,2,3.5,3075
서울신세계안과의원(강북미아점),2,2.5,0
서울참요양병원,2,3.0,2145
서정치과,2,3.5,1722
선린재활요양병원,2,3.0,1845
세이페병원,2,2.0,1950
세화종합사회복지관,2,3.5,0
순천미즈여성아동병원,2,3.0,2985
시립성북청소년센터,2,2.0,2768
아인스치과의원,2,4.5,2925
양구군보건소,2,3.5,1755
에스디지노믹스(주),2,2.0,3561
연세나은요양병원,2,2.0,2401
연세라미슈의원,2,3.5,0
예스치과의원,2,3.5,1845
온누리스마일안과의원,2,4.0,2411
우먼플러스여성병원,2,3.0,2517
우성치과기공소,2,1.5,1613
유림치과병원,2,4.5,2665
유비(주),2,3.0,4270
의료법인서봉재단혜성병원,2,2.5,0
의료법인은경의료재단,2,2.0,2298
의료법인청학의료재단,2,2.0,2224
의료법인풍산의료재단,2,1.0,0
의료법인한라의료재단,2,1.5,0
의료법인해정의료재단,2,4.5,2298
인창병원,2,2.0,2028
인천내일을여는집,2,3.0,3469
인천힐링스병원,2,3.0,1548
제인병원,2,3.0,2577
제일정형외과,2,3.0,3075
좋은부산병원,2,3.5,1755
편안한내과,2,4.0,3075
한국파메드(주),2,3.5,2558
행복치과의원,2,4.0,2298
혜성산부인과병원,2,2.0,2661
홀트일산요양원,2,4.0,3315
황토나라의료기복지센터,2,4.0,3900
효경노인복지요양원,2,2.5,2665
(주)넥스원바이오,1,5.0,2687
(주)디시젠,1,4.0,0
(주)루티헬스,1,5.0,0
(주)아이케어닥터,1,3.0,3330
(주)엠엑스티바이오텍,1,4.0,0
(주)인텍바이오,1,3.0,2730
(주)티센바이오팜,1,4.0,0
(주)팜베이,1,5.0,0
(주)포트노바,1,3.0,3713
(주)프로티나,1,5.0,0
(주)피에이치파마,1,5.0,4475
365열린치과,1,4.0,1613
HN호남병원,1,3.0,2358
강남의림한방병원,1,3.0,1950
고운세상김양제피부과의원,1,2.0,0
과천행복노인복지센터,1,4.0,1755
관교노인복지관,1,5.0,0
굿뉴스병원,1,3.0,3075
낙성대한의원,1,4.0,1755
남광사회복지회,1,3.0,2925
노세노세요양병원,1,2.0,1845
녹십자에이치에스(주),1,4.0,0
누베베한의원 부산점,1,3.0,0
대구동구지역자활센터,1,3.0,2298
대전광역시립정신병원,1,2.0,2925
대한바이오팜(주),1,4.0,2591
더그레이스의원,1,5.0,0
동방제약(주),1,1.0,2300
동인요양병원,1,5.0,1845
두정의원,1,4.0,0
로칼 병원,1,1.0,2940
메디안재활요양병원,1,4.0,3510
모태산부인과의원,1,3.0,0
밝은내과의원,1,2.0,2136
버박코리아(주),1,2.0,4850
부천시립노인전문병원,1,5.0,0
브레싱스(주),1,5.0,0
빅바이오젠(주),1,1.0,4029
사과약국,1,3.0,3733
사회복지법인양친사회복지회,1,1.0,2831
새생명장산요양병원,1,3.0,2985
새한약국,1,3.0,5363
서울통증의학과,1,3.0,3413
서울한의원,1,3.0,1764
석운노인전문요양원,1,4.0,1260
성동노인요양센타,1,4.0,0
성북노인요양원,1,3.0,1680
셀라인비만클리닉,1,3.0,2100
숨수면의원,1,3.0,0
신사에그의원,1,3.0,0
실버프리(주),1,3.0,1945
씨티재활요양병원,1,4.0,3229
아름필피부과의원,1,3.0,2925
아이제일산부인과의원,1,2.0,2438
안나노인건강센터,1,2.0,0
안심요양원,1,5.0,2050
에이징엘의원,1,4.0,0
엔엘피(주),1,3.0,3040
엠큐렉스(주),1,5.0,0
연세정형외과,1,3.0,2358
영광재활원,1,4.0,3075
올리버기념병원,1,3.0,2340
윤앤송한의원,1,1.0,1755
음성사랑병원,1,4.0,2730
의료법인건양의료재단,1,4.0,0
의료법인녹산의료재단,1,3.0,3152
의료법인다나의료재단,1,5.0,0
의료법인성동재단,1,3.0,3205
의료법인용인병원유지재단,1,2.0,0
의료법인은혜와감사의료재단,1,3.0,2743
의료법인의산의료재단고려병원,1,2.0,2508
이노치과병원,1,3.0,1845
일층약국,1,3.0,2925
임피리얼팰리스치과,1,4.0,0
장산의료재단이춘택병원,1,2.0,4861
전남의료복지사회적협동조합,1,2.0,0
전주우리병원,1,3.0,1755
조선대학교재활병원,1,4.0,1845
진주의료재단,1,1.0,3954
창평한마음노인전문병원,1,4.0,3178
척추관절병원,1,1.0,1950
큐프라임(주),1,3.0,0
큰솔장애인자립생활센터,1,2.0,0
포스츄어앤파트너스,1,1.0,1755
프라임메디칼(주),1,2.0,3065
하동중앙내과정형외과의원,1,1.0,1613
하이케어넷(주),1,1.0,0
한서대학교재활요양병원,1,3.0,2925
한스치과의원,1,3.0,3900
화타병원,1,3.0,3023
효성정형외과의원,1,3.0,3075
